LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,CREDIT_UTILIZATION,BILL_CHANGE_MEAN,MAX_DELAY,LAST_DELAY,RECENT_PAY_RATIO,PAYMENT_STD,TOTAL_BILL,TOTAL_PAY,PAY_TO_BILL_RATIO
50000,1,2,2,24,0,0,0,0,0,0,42025,37828,6382,6284,6681,6813,1500,2000,1000,500,243,256,0.8405,7254.0,0,0,0.0356930398572278,718.9925590713717,106013.0,5499,0.0518709969532038
100000,1,3,1,40,0,0,-1,-1,-1,-1,12878,7702,2377,0,0,0,2000,2377,40000,0,0,0,0.12878,2575.6,0,0,0.1553036185743127,16008.93775884792,22957.0,44377,1.9330487433026964
50000,1,2,2,24,0,0,0,0,0,0,46521,47597,48799,41286,16764,16960,2150,2352,1239,717,585,589,0.93042,6901.8,0,0,0.0462156875389609,798.1047550290625,217927.0,7632,0.0350209014945371
50000,2,3,1,32,0,0,0,0,0,0,33231,34544,35976,15996,32714,16720,1868,2300,1239,600,600,600,0.66462,11087.4,0,0,0.0562125725978754,739.9644360823476,169181.0,7207,0.0425993462622871
150000,2,3,1,41,0,0,0,0,0,-1,20934,21364,21196,21715,0,0,1500,1500,1000,0,0,0,0.13956,4566.4,0,0,0.0716537689882487,752.7726527090811,85209.0,4000,0.046943397997864
280000,1,1,1,41,-1,-1,-1,-1,-1,-1,718,3910,1906,837,360,350,3927,1913,841,360,350,2095,0.0025642857142857,1350.4,-1,-1,5.469359331476323,1373.4582629261074,8081.0,9486,1.173864620715258
30000,1,1,2,45,0,0,0,0,-1,2,27990,27632,27992,16065,930,780,1850,4700,1000,930,0,0,0.933,5586.0,2,0,0.0660950339406931,1754.5559742187386,101389.0,8480,0.0836382645060115
50000,2,3,1,48,0,0,0,0,0,0,41842,42422,43050,43650,45217,46044,1984,2019,2026,3000,2000,1500,0.83684,840.4,0,0,0.0474164714879785,490.8467853278319,262225.0,12529,0.0477795786061588
40000,2,3,2,52,0,0,0,0,0,0,31960,33429,34887,35607,36514,37921,2000,2000,1600,1500,2000,3200,0.799,1192.2,0,0,0.0625782227784731,605.8052492344384,210318.0,12300,0.0584828687986762
20000,1,2,1,43,0,0,0,0,0,0,12721,14102,14870,16116,16436,16781,1600,1300,1500,588,610,611,0.63605,812.0,0,0,0.1257762754500432,482.8840095371421,91026.0,6209,0.0682112802935425
20000,2,3,1,24,0,0,0,0,2,2,10994,12006,15967,17576,16996,18223,1500,4500,2187,0,1500,0,0.5497,1677.8,2,0,0.1364380571220665,1666.9317622506328,91762.0,9687,0.1055665743989886
140000,1,2,1,38,2,2,2,2,2,2,53797,55007,56128,56713,55796,56251,2700,2600,2100,600,1500,4545,0.3842642857142857,857.6,2,2,0.0501886722307935,1330.4150354933106,333692.0,14045,0.0420897114704577
50000,1,3,1,65,0,0,0,0,0,0,48341,47465,47942,48418,49530,28085,2068,1545,1171,1658,1321,0,0.96682,4877.2,0,0,0.0427794211952586,704.9633796635585,269781.0,7763,0.028775191729588
50000,2,1,2,23,0,0,0,0,0,0,33959,35409,36120,36991,37744,39115,2000,1601,1472,1500,2000,5000,0.67918,1031.2,0,0,0.0588945493094614,1362.027667364605,219338.0,13573,0.0618816620922959
100000,1,2,2,30,1,3,7,6,7,8,72652,90461,89011,96593,105083,103522,20000,0,10000,10000,0,0,0.72652,7378.4,8,1,0.2752849198920883,8164.965809277259,557322.0,40000,0.0717717944025177
260000,1,1,2,29,0,0,0,0,0,0,56050,52079,52083,46703,47500,45030,6000,6000,5000,5000,4000,5000,0.215576923076923,2524.4,0,0,0.1070472792149866,752.7726527090811,299445.0,31000,0.1035248543138138
50000,2,1,2,33,1,-1,-1,0,0,-1,0,0,12493,28365,6300,999,0,12493,16000,0,999,0,0.0,11146.2,1,1,0.0,7322.704955593027,48157.0,29492,0.6124135639678552
180000,1,1,2,32,0,0,0,0,0,0,85040,77213,68131,62704,60133,59335,2937,2226,2271,2108,3012,1933,0.4724444444444444,5141.0,0,0,0.0345366886171213,449.87142607638464,412556.0,14487,0.0351152328411173
120000,2,2,2,23,0,0,0,0,0,0,118063,120851,120013,77539,77333,79113,4700,3538,3000,3000,3000,5000,0.9838583333333332,9617.2,0,0,0.0398092543811354,914.9867029999216,592912.0,22238,0.0375064090455244
150000,1,3,2,27,-1,-1,2,0,0,0,57386,58531,56544,48153,49288,36872,5000,422,2000,2041,2039,751,0.3825733333333333,5014.8,2,-1,0.0871292649775206,1615.0924947713263,306774.0,12253,0.039941455273263
290000,2,2,1,32,0,0,0,0,0,0,78200,79726,80890,81615,75661,77012,3700,3600,3000,3000,3000,3000,0.2696551724137931,2144.0,0,0,0.047314578005115,337.14487489307425,473104.0,19300,0.0407944130677398
360000,2,1,2,33,-1,-1,-1,0,0,-1,1616,3700,6562,3730,420,699,3700,6562,0,0,699,6041,0.0044888888888888,2273.4,0,-1,2.28960396039604,3018.414329853784,16727.0,17002,1.0164404854426974
160000,1,1,2,34,-1,-1,-1,-1,-1,-1,0,150,1397,690,0,0,150,1397,690,0,0,0,0.0,558.8,-1,-1,0.0,568.5386237246039,2237.0,2237,1.0
280000,2,2,1,38,0,0,0,0,0,0,242864,237821,223180,237301,201226,207802,11000,11000,20000,10000,10000,15000,0.8673714285714286,15291.2,0,0,0.0452928387904341,3970.7262140150974,1350194.0,77000,0.0570288417812551
330000,2,3,1,45,0,0,0,0,0,0,33369,34509,35406,34770,35468,36211,2000,1470,1374,1072,1113,2000,0.1011181818181818,822.8,0,0,0.0599358686205759,412.2108279347677,209733.0,9029,0.043049973060987
390000,2,2,2,36,0,0,0,0,0,0,112528,102596,91761,76756,65520,52904,3669,3277,3220,2236,2007,1600,0.2885333333333333,11924.8,0,0,0.0326052182567894,829.6691911036993,502065.0,16009,0.0318863095415932
140000,2,2,2,31,3,3,2,2,2,2,124716,127047,128479,129869,132540,135201,5800,5000,5000,4900,5000,5000,0.8908285714285714,2097.0,3,3,0.0465056608614772,337.14487489307425,777852.0,30700,0.0394676622288044
70000,2,2,2,26,0,0,2,0,0,0,28986,30609,31301,31980,32813,33614,2400,1500,1500,1500,1500,1500,0.4140857142857143,925.6,2,0,0.0827985924239288,367.4234614174767,189303.0,9900,0.0522971109808085
40000,1,1,1,47,2,0,0,0,0,2,38741,36840,37868,36139,39114,38429,2000,1942,1600,3500,0,2818,0.968525,1663.6,2,2,0.0516248935236571,1189.89254416803,227131.0,11860,0.0522165622482179
10000,1,2,2,22,2,0,0,-1,-1,-1,8631,9202,9975,528,0,0,1238,1275,528,0,0,0,0.8631,2263.8,2,2,0.143436450005793,615.7552814768759,28336.0,3041,0.1073193111236589
60000,2,3,1,44,1,2,0,0,0,0,39466,32202,29503,29538,29971,29798,0,1802,1737,1170,1189,1230,0.6577666666666667,2120.8,2,1,0.0,646.812182940303,190478.0,7128,0.0374216444943773
70000,1,1,2,25,0,0,0,0,0,0,31011,28034,26363,22587,21770,19525,2002,1435,1294,1000,1000,1001,0.4430142857142857,2297.2,0,0,0.0645577375769888,394.8912086469724,149290.0,7732,0.0517918145890548
100000,1,1,2,27,0,0,2,2,2,2,36014,39321,39145,39494,39896,28256,4200,900,1400,900,6440,500,0.36014,3174.8,2,0,0.1166213139334703,2394.6189676021527,222126.0,14340,0.0645579535939061
20000,1,1,2,28,0,0,0,0,0,0,19262,34729,18808,18302,18995,19400,1310,3190,1500,1000,860,900,0.9631,6598.4,0,0,0.0680095524867615,883.4251524605805,129496.0,8760,0.0676468771236177
100000,2,2,2,37,0,0,0,0,0,0,177961,108173,15697,11353,9306,9693,3082,2022,1000,1000,500,300,1.0,33808.4,0,0,0.0173184012227398,1050.2385760705358,332183.0,7904,0.0237941134856389
60000,1,2,1,35,2,2,2,2,2,2,20195,21267,21332,21680,23011,23498,1700,700,1000,2000,1000,0,0.3365833333333333,660.6,2,2,0.0841792522901708,714.6094504459528,130983.0,6400,0.0488613026117893
20000,2,3,1,42,0,0,0,0,0,0,18650,15456,16504,17496,18219,18783,1300,1300,1280,1000,1000,1107,0.9325,1304.2,0,0,0.0697050938337801,146.6202578090763,105108.0,6987,0.0664744833885146
100000,1,2,2,29,0,0,-1,-1,-1,-1,51183,-1478,1261,1044,-217,522,0,4000,1044,0,2000,2000,0.51183,11523.4,0,0,0.0,1513.777614666919,52315.0,9044,0.1728758482270859
30000,2,2,2,54,0,0,2,0,0,2,29230,30786,27167,27440,30117,29523,3500,0,3000,6000,0,781,0.9743333333333334,1743.8,2,0,0.1197399931577146,2385.8946959159784,174263.0,13281,0.0762123916149727
160000,1,2,1,43,1,-1,-1,-1,0,0,-3,-3,997,1798,800,0,0,1003,1804,202,0,50000,0.0,719.8,1,1,-0.0,20179.076038477742,3589.0,53009,14.769852326553355
100000,2,1,2,28,0,0,0,0,0,0,16601,14414,11307,11139,11361,9816,1539,1124,495,500,758,0,0.16601,1445.8,0,0,0.0927052587193542,538.759686687859,74638.0,4416,0.0591655724965835
20000,1,2,2,43,0,0,0,0,0,0,19656,30177,16263,17287,17699,18413,1300,2600,1300,700,1000,700,0.9828,5317.0,0,0,0.0661375661375661,706.1633427661525,119495.0,7600,0.0636009874890162
180000,2,3,2,27,1,-1,-1,-1,-1,-1,0,0,0,8081,0,0,0,0,8081,0,0,0,0.0,3232.4,1,1,0.0,3299.054435238477,8081.0,8081,1.0
360000,1,1,1,39,-1,-1,2,-1,-1,0,264,1139,264,2193,528,264,1139,0,2193,528,0,264,0.0007333333333333,1121.6,2,-1,4.3143939393939394,850.9391674301204,4652.0,4124,0.8865004299226139
30000,1,2,2,44,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0.0,0.0,0.0,0,0.0
60000,1,3,2,46,0,0,0,0,0,0,61548,63020,16982,37318,18352,17869,2700,1500,2000,1000,824,333,1.0,17459.0,0,0,0.0438682004289335,859.0642389639244,215089.0,8357,0.0388536838239054
160000,2,1,1,33,-1,-1,-1,-1,-1,-1,5459,20415,2141,2144,5816,2144,20415,2141,2144,5816,2144,1456,0.03411875,8115.4,-1,-1,3.739695915002748,7382.571286482779,38119.0,34116,0.8949867520134316
50000,2,3,1,47,0,0,0,0,0,0,32516,32774,33597,29105,26154,27699,1870,1693,1106,1473,3000,2507,0.65032,2013.8,0,0,0.057510148849797,696.3662111274498,181845.0,11649,0.0640600511424564
240000,2,1,2,33,-1,-1,-1,-1,-1,-1,5000,0,5000,0,254,9366,0,5000,0,254,9366,1150,0.0208333333333333,4873.2,-1,-1,0.0,3812.090117857481,19620.0,15770,0.8037716615698267
90000,2,1,2,27,-1,-1,2,2,-1,-1,1179,6346,4607,-6,-2153,-4306,7020,2980,3000,0,0,0,0.0131,3163.8,2,-1,5.954198473282442,2792.637940490437,5667.0,13000,2.293982706899594
20000,2,2,2,24,1,2,2,2,2,-1,4697,3800,5989,5761,0,0,0,2266,38,0,0,0,0.23485,1815.0,2,1,0.0,922.1132251518792,20247.0,2304,0.1137946362424062
160000,2,2,2,45,1,-1,-1,-1,-1,-1,0,0,0,0,0,388,0,0,0,0,388,3099,0.0,77.6,1,1,0.0,1243.206888119056,388.0,3487,8.987113402061855
100000,1,2,1,28,-1,-1,-1,-1,-1,-1,10000,0,0,0,0,0,0,0,0,0,0,0,0.1,2000.0,-1,-1,0.0,0.0,10000.0,0,0.0
190000,2,2,2,44,0,0,0,0,0,0,162051,168517,169675,171908,153857,153988,17917,7601,7602,6010,6010,6001,0.8529,5607.8,0,0,0.1105639582600539,4667.684254531362,979996.0,51141,0.0521849068771709
30000,1,3,2,51,0,0,0,0,0,2,24070,25358,26447,26946,28957,29408,2000,1800,1300,2400,1000,1000,0.8023333333333333,1067.6,2,0,0.0830909846281678,574.1660619251775,161186.0,9500,0.0589381211767771
50000,2,2,1,52,0,0,0,0,0,0,15377,17121,17832,18532,19233,20650,2000,1300,1000,1000,2000,0,0.30754,1054.6,0,0,0.1300643818690251,749.4442385305706,108745.0,7300,0.0671295231964688
180000,2,3,2,55,-1,-1,0,0,0,0,6770,103101,104834,44452,41810,42641,164163,3877,1535,1517,1526,1580,0.0376111111111111,32383.8,0,-1,24.24859675036928,66206.51592403877,343608.0,174198,0.5069672417405882
140000,1,2,1,38,1,2,2,2,2,2,129497,131877,135309,131671,138771,141146,6000,7000,0,10800,4800,0,0.9249785714285714,3785.0,2,1,0.0463331196861703,4203.649208326816,808271.0,28600,0.0353841718928428
30000,1,2,2,54,0,0,2,2,2,2,10568,13075,13565,13055,13525,0,3000,1000,0,1000,2000,0,0.3522666666666667,3500.4,2,0,0.2838758516275549,1169.045194450012,63788.0,7000,0.1097385088104345
100000,1,2,2,33,5,4,3,2,2,2,90822,88562,86256,87150,85636,91007,0,0,3200,0,6803,6950,0.90822,2469.0,5,5,0.0,3374.0956566167474,529433.0,16953,0.0320210489334816
150000,1,2,2,26,1,2,0,0,0,0,156387,148656,150963,152607,103113,96518,0,6000,10000,4000,4000,7000,1.0,13554.2,2,1,0.0,3371.4487489307426,808244.0,31000,0.0383547542573777
60000,1,2,1,37,0,0,0,0,0,0,54770,58257,59675,60646,60071,60066,5000,3000,2500,2500,3000,2500,0.9128333333333334,1291.2,0,0,0.0912908526565638,970.3951085339758,353485.0,18500,0.0523360255739281
200000,2,2,1,25,-1,-1,-1,-1,-1,-1,0,0,1257,0,0,0,0,1257,0,0,0,0,0.0,502.8,-1,-1,0.0,513.1681011130759,1257.0,1257,1.0
30000,2,2,2,33,1,2,0,0,0,0,31089,10989,11997,12397,13043,13325,0,1200,600,1000,650,650,1.0,4487.2,2,1,0.0,410.690475500305,92840.0,4100,0.0441619991383024
30000,1,3,1,41,1,2,2,0,0,0,17301,18015,17437,18448,18815,19210,1295,0,1306,673,698,1547,0.5767,613.0,2,1,0.0748511646725622,572.6155487468592,109226.0,5519,0.0505282625016021
300000,1,1,1,35,-1,-1,-1,-1,-1,-1,1246,1217,338,0,0,0,1217,338,0,0,0,0,0.0041533333333333,249.2,-1,-1,0.976725521669342,488.3295676760384,2801.0,1555,0.5551588718314887
180000,1,1,2,41,0,-1,-1,-1,0,0,16366,18339,2766,97996,55156,36213,18339,2766,97996,1861,1196,3000,0.0909222222222222,34911.8,0,0,1.1205548087498471,38341.42738431456,226836.0,125158,0.551755453279021
240000,1,2,2,54,-1,-1,-1,0,-1,2,7832,64445,11680,4060,17903,15961,64461,11680,0,17964,61,620,0.0326333333333333,26556.6,2,-1,8.230464759959142,24969.336015734712,121881.0,94786,0.777692995626882
210000,2,1,2,39,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0.0,0.0,0.0,0,0.0
220000,1,3,1,52,1,-1,-1,-1,-1,-1,-4300,-4300,-4620,-4620,-5820,-5820,0,0,0,0,0,0,0.0,304.0,1,1,-0.0,0.0,-29480.0,0,-0.0
50000,1,1,2,31,0,0,0,0,0,0,4560,7302,9011,11540,14180,15307,3000,2000,3000,3000,2000,5000,0.0912,2149.4,0,0,0.6578947368421053,1095.4451150103323,61900.0,18000,0.2907915993537964
100000,2,2,2,24,0,0,0,0,0,0,65744,67050,68456,69849,71240,72736,2398,2485,2532,2549,2643,3000,0.65744,1398.4,0,0,0.0364748113896325,211.23202093117095,415075.0,15607,0.037600433656568
180000,2,2,1,44,0,0,0,0,0,0,161186,167080,170788,174764,162667,166953,10000,8000,7000,6000,7000,10000,0.8954777777777778,5992.2,0,0,0.0620401275545022,1673.320053068151,1003438.0,48000,0.0478355414086371
270000,1,2,2,27,0,0,0,0,0,0,144376,91373,15016,14092,14315,111458,6000,2000,1000,2000,100000,100000,0.5347259259259259,45530.0,0,0,0.0415581537097578,50249.0464254464,390630.0,211000,0.5401530860404987
210000,1,2,2,26,0,0,0,0,0,0,186109,168198,97223,202134,102844,39995,5929,3272,4362,5040,3195,105,0.8862333333333333,71187.2,0,0,0.0318576748034753,2027.304491190211,796503.0,21903,0.0274989548061965
20000,2,2,1,59,1,2,0,0,0,-1,19328,18711,17657,20000,0,0,0,1700,3000,0,0,0,0.9664,4802.8,2,1,0.0,1281.2754062521713,75696.0,4700,0.0620904671316846
170000,2,1,1,44,-1,-1,-1,-1,-1,-1,10309,4944,28144,1883,27938,14832,4944,28144,1883,27938,14832,0,0.0606411764705882,18797.4,-1,-1,0.4795809486856145,12753.951927409273,88050.0,77741,0.8829187961385576
240000,1,2,3,35,0,0,0,0,0,0,18392,16427,16475,14648,9384,8171,1505,1327,1500,500,500,2000,0.0766333333333333,2063.4,0,0,0.0818290561113527,602.7022482121665,83497.0,7332,0.0878115381390948
20000,1,2,2,30,1,-1,-1,-1,-1,-1,-2610,390,0,780,0,0,3000,0,780,0,0,0,0.0,990.0,1,1,-1.1494252873563218,1202.2478945708326,-1440.0,3780,-2.625
50000,2,3,1,27,0,0,0,0,0,0,29875,30336,26635,20367,15640,12269,4506,2000,2066,611,500,370,0.5975,3705.6,0,0,0.1508284518828452,1580.4310487964983,135122.0,10053,0.0743994316247539
340000,2,2,1,44,0,0,0,-1,0,0,240851,171731,61404,114807,114560,85272,8297,4951,199726,4476,3257,3497,0.7083852941176471,52477.0,0,0,0.0344486840411706,79559.78094154524,788625.0,224204,0.2842973529877952
360000,2,2,2,25,-1,-1,-1,-1,-1,-1,947,4075,6385,991,4632,2014,4098,6401,997,4641,2014,5,0.0026305555555555,3418.2,-1,-1,4.327349524815206,2425.508606457623,19044.0,18156,0.953371140516698
180000,1,3,1,32,0,0,0,0,0,0,181293,177552,182492,180746,131166,114909,6400,8612,7534,5506,4850,5000,1.0,15252.8,0,0,0.0353019697395928,1503.283206850925,968158.0,37902,0.0391485687253526
160000,2,2,1,23,0,0,0,0,0,0,96814,69870,68984,55559,44705,28223,10008,20014,1894,6425,2204,62529,0.6050875,13718.2,0,0,0.1033734790422872,23193.15990545488,364155.0,103074,0.2830498002224327
50000,1,2,2,45,0,0,0,0,0,0,46090,48343,50157,18675,18542,17129,3000,3000,1008,1000,1000,1000,0.9218,7419.0,0,0,0.0650900412236927,1031.7674156514151,198936.0,10008,0.0503076366268548
200000,1,1,1,40,-1,-1,-1,-1,-1,-1,840,770,386,0,475,390,800,396,4,475,1170,930,0.0042,280.0,-1,-1,0.9523809523809524,419.7982451924575,2861.0,3775,1.3194687172317372
360000,2,2,2,30,1,2,2,-1,-1,-1,7102,6922,1861,1457,-129,-2629,1893,0,1457,2500,326,0,0.0197277777777777,1946.2,2,1,0.2665446353139961,1068.2145227746469,14584.0,6176,0.4234777838727372
120000,2,2,1,47,-1,-1,-1,-1,-1,-1,1188,2512,3444,1742,502,346,2512,3444,1742,502,346,325,0.0099,1070.8,-1,-1,2.114478114478114,1309.0008021387916,9734.0,8871,0.911341688925416
360000,2,1,1,40,2,2,2,0,0,0,105167,115468,112157,114690,117845,120238,12000,0,5900,5000,4500,4700,0.2921305555555555,4338.6,2,2,0.1141042342179581,3857.84914168504,685565.0,32100,0.0468226936906055
80000,1,3,1,41,0,0,0,0,0,0,35646,38040,39562,40427,43417,46878,3000,2135,2000,3500,4000,3000,0.445575,2246.4,0,0,0.0841609156707625,771.4947612697488,243970.0,17635,0.0722834774767389
200000,1,1,1,42,0,0,2,0,0,0,125722,134514,130952,132290,159160,162928,12400,0,5000,29160,6500,15044,0.62861,8866.0,2,0,0.0986303113218052,10243.160970455689,845566.0,68104,0.0805425005262747
150000,2,1,1,38,0,0,0,0,-1,-1,109244,96560,86565,85069,508,0,3506,5000,5003,508,0,0,0.7282933333333333,21848.8,0,0,0.0320932957416425,2442.705910801926,377946.0,14017,0.0370873087689775
180000,1,3,1,65,0,-1,0,0,0,0,191309,174775,174702,176816,180911,123229,175100,7000,5000,5309,5288,3000,1.0,16099.6,0,0,0.9152731967654424,69405.97110263641,1021742.0,200697,0.1964262993984782
180000,2,3,1,47,-1,0,0,0,0,0,14525,13828,10394,17562,8495,5090,1347,5000,10026,5000,785,5000,0.0806944444444444,4754.2,0,-1,0.092736660929432,3317.38298462307,69894.0,27158,0.38855981915472
200000,2,1,1,39,-1,-1,-1,-1,0,0,11399,395,5094,9204,9403,4602,400,9500,9250,5000,0,5000,0.056995,4962.6,0,-1,0.0350907974383717,4107.361277836011,40097.0,29150,0.7269870563882584
400000,2,1,2,30,-1,-1,0,0,0,0,634,5939,6624,8004,10390,21325,5939,2624,3004,3090,11325,3282,0.001585,4138.2,0,-1,9.367507886435332,3377.1609180888413,52916.0,29264,0.553027439715776
20000,2,2,2,23,0,0,0,0,2,2,11564,13063,14337,15596,15204,17149,2000,1500,1500,0,2200,0,0.5782,1273.8,2,0,0.172950536146662,969.5359714832658,86913.0,7200,0.0828414621518069
240000,1,3,2,42,0,0,0,0,0,0,159362,227686,177380,126645,128877,121803,146282,7005,4601,5000,5300,6100,0.6640083333333333,35734.2,0,0,0.9179227168333732,57439.08934863086,941753.0,174288,0.1850676345071372
110000,2,2,2,28,0,0,0,-1,-1,-1,10048,8311,3404,407,1250,88628,2000,3000,410,1250,89035,3491,0.0913454545454545,19572.4,0,0,0.1990445859872611,35537.31880713569,112048.0,99186,0.8852099100385549
100000,2,3,1,24,-1,-1,-1,-1,-1,-1,440,470,470,470,0,0,500,470,470,0,0,0,0.0044,100.0,-1,-1,1.1363636363636365,263.13494636782855,1850.0,1440,0.7783783783783784
80000,2,2,1,36,0,0,0,0,0,0,69760,60445,50857,39813,40248,40935,2500,2061,1413,1460,1751,1958,0.872,6213.8,0,0,0.0358371559633027,407.7368841135992,302058.0,11143,0.0368902661078335
200000,2,1,2,28,-1,-1,-1,-1,-1,-1,7618,7961,1452,6248,4112,0,7961,1452,6248,4112,0,3428,0.03809,3579.2,-1,-1,1.0450249409293777,2948.513416395908,27391.0,23201,0.8470300463655945
40000,1,2,1,55,1,-1,-1,-1,-1,-1,-150,-540,-930,-1320,-1710,-2100,0,0,0,0,0,0,0.0,390.0,1,1,-0.0,0.0,-6750.0,0,-0.0
80000,2,2,1,53,0,0,0,0,0,0,37242,37634,38281,38993,39268,39620,2000,2000,2000,2000,1408,1300,0.465525,475.6,0,0,0.0537028086568927,335.3366467695809,231038.0,10708,0.0463473541149075
280000,2,2,1,42,-1,0,0,0,0,0,256675,253682,260274,153516,156830,152045,13000,11000,8000,5866,8000,5616,0.9166964285714284,24888.4,0,-1,0.0506477062433037,2905.742291853609,1233022.0,51482,0.0417527018982629
20000,2,2,1,35,0,0,0,0,0,0,15284,15303,14724,15055,13389,11924,6230,1500,1500,500,1200,454,0.7642,812.0,0,0,0.4076158073802669,2173.005905805749,85679.0,11384,0.1328680306726269
390000,1,2,2,29,0,0,0,0,0,0,65354,70758,70791,66495,52055,68567,20000,14000,10000,12000,30000,13000,0.1675743589743589,8137.0,0,0,0.3060256449490467,7422.937423958254,394020.0,99000,0.2512562814070351
160000,2,4,1,39,1,-1,-1,-1,-1,-1,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,0.0,0.0,1,1,-0.0,0.0,-108.0,0,-0.0
100000,1,2,1,49,0,0,0,2,0,0,34704,30906,28325,22160,18842,17023,2011,2028,10,558,1044,12,0.34704,3536.2,2,0,0.0579472106961733,917.989197467305,151960.0,5663,0.0372663858910239
80000,1,1,2,37,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0.0,0.0,0.0,0,0.0
80000,1,3,2,27,0,0,0,0,0,0,58323,60741,62813,65151,66568,70168,4000,3662,4000,2500,4509,2309,0.7290375,2369.0,0,0,0.0685835776623287,890.251574930742,383764.0,20980,0.0546690153323396
360000,1,1,2,28,-1,-1,2,-1,-1,-1,2711,780,390,390,390,540,780,0,390,390,540,390,0.0075305555555555,494.2,2,-1,0.2877167097012172,254.14562754452416,5201.0,2490,0.4787540857527398
470000,2,1,2,35,-1,0,0,0,0,0,37342,39348,43806,48213,52585,56883,2500,5000,5000,5000,5000,5000,0.0794510638297872,3908.2,0,-1,0.0669487440415617,1020.6207261596574,278177.0,27500,0.0988579213953705
10000,1,2,1,35,0,0,0,0,0,0,9159,10004,9722,10044,9856,10285,1160,1139,1241,345,580,180,0.9159,413.2,0,0,0.1266513811551479,463.64271445442415,59070.0,4645,0.0786355171830032
50000,2,1,2,27,0,0,0,0,0,0,39607,40399,36712,33485,37712,40065,5014,5000,5000,5000,5000,5000,0.79214,2857.2,0,0,0.1265937839270836,5.715476066494083,227980.0,30014,0.1316518992894113
50000,1,3,2,57,0,0,0,0,0,0,47917,48455,48120,28450,29046,29647,1988,1989,1018,1054,1084,1048,0.95834,4348.0,0,0,0.0414884070371684,484.5764129629093,231635.0,8181,0.0353184967729401
140000,1,2,1,42,0,0,0,0,0,0,127939,100372,84587,65589,69117,65911,5059,14659,5000,8000,5000,10000,0.91385,13816.8,0,0,0.039542281868703,3872.4283853933302,513515.0,47718,0.0929242573245182
150000,2,1,2,31,2,2,2,2,2,0,17893,20669,20050,24701,24006,26599,3400,0,5000,0,3000,3000,0.1192866666666666,2266.8,2,2,0.1900184429665232,2000.0,133918.0,14400,0.1075284875819531
200000,2,2,2,32,0,0,0,0,0,0,165074,170905,186093,188139,141208,144242,10000,20000,6000,5300,5500,4600,0.82537,14606.0,0,0,0.0605788918909095,5919.008926050599,995661.0,51400,0.0516239965209042
30000,2,2,1,38,0,0,0,-1,-1,-1,24380,15525,0,0,0,0,1600,0,0,0,0,292,0.8126666666666666,4876.0,0,0,0.0656275635767022,640.10207519322,39905.0,1892,0.0474126049367247
230000,2,1,1,35,-1,-1,-1,-1,-1,-1,4043,10609,4982,43509,2271,13486,10670,5008,43736,2282,13553,2980,0.0175782608695652,20634.6,-1,-1,2.6391293593865943,15681.681369249494,78900.0,78229,0.9914955640050696
160000,2,2,2,35,0,0,0,2,0,0,24306,25590,29169,28406,28836,30208,2000,4000,0,1200,2000,1300,0.1519125,1485.6,2,0,0.0822842096601662,1323.253566025801,166515.0,10500,0.0630573822178182
130000,1,2,1,34,0,0,0,0,0,0,129998,132880,128615,130553,100976,96560,6543,6700,6050,4040,3700,3562,0.9999846153846154,8615.6,0,0,0.0503315435622086,1482.820881518286,719582.0,30595,0.0425177394654118
150000,2,2,1,39,0,0,0,0,0,0,16878,7632,33019,31366,31709,42632,5000,30000,3000,5000,15000,6000,0.11252,9510.4,0,0,0.2962436307619386,10366.613075960087,163236.0,64000,0.3920703766326056
420000,2,2,2,25,-1,2,0,0,0,-1,2804,2615,3392,4392,-796,-796,0,1000,1000,0,0,20500,0.0066761904761904,1430.8,2,-1,0.0,8220.401450050964,11611.0,22500,1.9378175867711651
80000,2,3,1,55,0,0,0,0,0,0,78573,69116,64325,59653,55159,56277,3001,2500,2000,2000,2000,2000,0.9821625,4906.4,0,0,0.0381937815789138,418.6886273433596,383103.0,13501,0.0352411753497101
50000,1,2,2,23,-1,0,-1,-1,-1,-1,1678,1440,1322,1411,540,540,1200,1322,1500,540,540,780,0.03356,263.2,0,-1,0.7151370679380215,415.4427357249934,6931.0,5882,0.8486509883133747
620000,2,1,2,31,0,0,0,0,0,0,569023,562316,475333,473182,481896,513798,23009,20004,20008,14000,35804,250005,0.9177790322580646,27291.4,0,0,0.0404359753472179,93133.6521192349,3075548.0,362830,0.117972471897691
210000,1,4,2,45,-1,-1,-1,-1,-1,-1,2563,5854,1032,788,3499,3372,5854,1032,788,3565,3372,15381,0.0122047619047619,2239.0,-1,-1,2.2840421381193914,5416.457206206532,17108.0,29992,1.7530979658639234
